question,answer_llm,answer_orig,document
"In the homework with TF-IDF and SVD, do I need to normalize vectors before comparing them?","Yes — for TF-IDF + SVD in the homework, you should normalize the vectors before comparing them if you want cosine similarity.

In the lesson, `.dot(...)` worked directly because the embeddings were already unit-normalized. But classic embeddings like TF-IDF + SVD are **not normalized by default**, so the dot product alone is not cosine similarity unless you normalize first.

You can normalize a vector like this:

```python
import numpy as np
v_norm = v / np.linalg.norm(v)
```

Then compare normalized vectors with dot product.","In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.

In the homework, however, we use classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.",92cd22cada
"Why could the course treat .dot() as cosine similarity in the video, but not with the homework embeddings?","In the lesson, `.dot()` could be treated as cosine similarity because the embeddings were already normalized to unit length, so the dot product equals cosine similarity.

In the homework, the embeddings are not automatically normalized in the same way, so you need to normalize them first. Otherwise, `.dot()` is just a dot product, not cosine similarity.","In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.

In the homework, however, we use classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.",92cd22cada
"If my embeddings are not normalized by default, can I still use dot product to measure cosine similarity?","Yes, but only if you normalize the vectors first.

If your embeddings are **not** unit-length by default, then the **dot product is not the same as cosine similarity**. To use dot product as cosine similarity, you need to **normalize both vectors** so their lengths are 1.

So:

- **Normalized vectors** → `dot product = cosine similarity`
- **Unnormalized vectors** → `dot product ≠ cosine similarity`

If you don’t normalize, you should compute cosine similarity explicitly or normalize the embeddings before taking the dot product.","In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.

In the homework, however, we use classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.",92cd22cada
"For vector search, should I index the question text, the answer text, or both together?","There’s no single right answer — it’s an experiment on your dataset.

The course suggests trying three options:
- **Question only**
- **Answer only**
- **Question + answer together** (`question + "" "" + text`)

Often, **question + answer together** works best, but it’s a bit longer and slightly more expensive to embed.

Best practice: compare them on your ground-truth set and pick the one with the best **hit rate / MRR**.","There's no single right answer — it's an experiment to run on your dataset. The course shows three options:

- Embed the answer (`text`) only — works because the model captures semantic similarity between questions and their answers.
- Embed the question only — works because user queries look like the indexed questions.
- Embed `question + "" "" + text` — often the best, but produces longer input and slightly more cost.

Pick whichever gives the best hit rate / MRR on your ground-truth set. The course materials include a side-by-side comparison.",5c4a8d2e60
"Is there any rule for whether I should embed only the answer, only the question, or the question plus answer?","There’s no fixed rule. The course says it’s an experiment on your dataset.

You can try:
- answer only
- question only
- question + answer

Then compare retrieval quality on a ground-truth set, using metrics like hit rate or MRR. The combined `question + answer` version is often best, but it’s a bit longer and slightly more expensive.","There's no single right answer — it's an experiment to run on your dataset. The course shows three options:

- Embed the answer (`text`) only — works because the model captures semantic similarity between questions and their answers.
- Embed the question only — works because user queries look like the indexed questions.
- Embed `question + "" "" + text` — often the best, but produces longer input and slightly more cost.

Pick whichever gives the best hit rate / MRR on your ground-truth set. The course materials include a side-by-side comparison.",5c4a8d2e60
Why does the course say to try different embedding choices instead of picking one fixed method?,I don't know.,"There's no single right answer — it's an experiment to run on your dataset. The course shows three options:

- Embed the answer (`text`) only — works because the model captures semantic similarity between questions and their answers.
- Embed the question only — works because user queries look like the indexed questions.
- Embed `question + "" "" + text` — often the best, but produces longer input and slightly more cost.

Pick whichever gives the best hit rate / MRR on your ground-truth set. The course materials include a side-by-side comparison.",5c4a8d2e60
"When building my vector index, is it better to store just `text`, just `question`, or `question + text`?","It’s an experiment — there’s no single best choice.

The course suggests trying:

- `text` only
- `question` only
- `question + "" "" + text`

Often, `question + text` performs best, but it’s a bit longer and slightly more expensive to embed. The right choice is whichever gives you the best hit rate / MRR on your validation set.","There's no single right answer — it's an experiment to run on your dataset. The course shows three options:

- Embed the answer (`text`) only — works because the model captures semantic similarity between questions and their answers.
- Embed the question only — works because user queries look like the indexed questions.
- Embed `question + "" "" + text` — often the best, but produces longer input and slightly more cost.

Pick whichever gives the best hit rate / MRR on your ground-truth set. The course materials include a side-by-side comparison.",5c4a8d2e60
How do I decide which embedding setup gives the best retrieval result on my dataset?,"Run an evaluation on your ground-truth set and compare the retrieval metrics.

In the course, the recommended way is to try the different embedding setups — for example:

- answer only
- question only
- question + answer

Then pick the one with the best **hit rate / MRR** on your dataset. Often `question + "" "" + text` performs best, but you should verify it experimentally on your own data.","There's no single right answer — it's an experiment to run on your dataset. The course shows three options:

- Embed the answer (`text`) only — works because the model captures semantic similarity between questions and their answers.
- Embed the question only — works because user queries look like the indexed questions.
- Embed `question + "" "" + text` — often the best, but produces longer input and slightly more cost.

Pick whichever gives the best hit rate / MRR on your ground-truth set. The course materials include a side-by-side comparison.",5c4a8d2e60
How does cosine similarity measure how close two vectors are in text search?,"Cosine similarity measures how close two vectors are by looking at the **angle between them**, not their length.

- If two vectors point in the **same direction**, cosine similarity is **1**.
- If they are **unrelated/orthogonal**, it is **0**.
- If they point in **opposite directions**, it is **-1**.

In text search, this means two documents or a query and a document are considered more similar when their vector representations are more aligned, regardless of how long the vectors are.","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
Why do people use cosine similarity with word counts or TF-IDF values?,"People use cosine similarity with word counts or TF-IDF values because it measures how similar two documents are based on the angle between their vector representations, rather than their size. This makes it useful for comparing text content when the vectors are built from word counts or TF-IDF values.

","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
"What does a cosine similarity score of 1, 0, or -1 mean?","A cosine similarity score of:

- **1** means the vectors are **identical**  
- **0** means the vectors are **orthogonal**, or have **no similarity**  
- **-1** means the vectors are **completely opposite**","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
"Can cosine similarity be used only for non-zero vectors, and why?","Yes — cosine similarity is defined for **non-zero vectors** because it compares the **angle** between vectors. A zero vector has no direction, so the angle is undefined.

In practice, cosine similarity is often used with vectors that are normalized to unit length, which also requires them to be non-zero.","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
How is cosine similarity different from just comparing the raw values of two documents?,"Cosine similarity compares the **direction** of two document vectors, not their raw values or size. That means it focuses on whether the documents are using similar terms in a similar pattern, regardless of how long the documents are.

So instead of comparing raw counts directly, cosine similarity measures the angle between the vectors:

- **1** = very similar direction
- **0** = no similarity
- **-1** = opposite direction

If vectors are normalized to unit length, cosine similarity is just the **dot product**.","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
Why does cosine similarity turn into just a dot product after normalization?,"Because cosine similarity is

\[
\cos(\theta) = \frac{x \cdot y}{\|x\|\|y\|}
\]

If you **normalize** both vectors first, then \(\|x\| = \|y\| = 1\). So the formula becomes:

\[
\cos(\theta) = x \cdot y
\]

So after normalization, cosine similarity is just the **dot product**.","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
"If embeddings are all unit length, why can we use matrix multiplication for search?","If embeddings are all unit length, then the **dot product equals cosine similarity**. That means you can compare a query vector against all document vectors using a **matrix multiplication** operation, which is much faster than looping over vectors one by one.

So the reason is:

- unit-length vectors remove the need to divide by magnitudes
- cosine similarity becomes a dot product
- dot products against many vectors can be computed efficiently with matrix multiplication

","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
What changes in cosine similarity when the query vector is normalized too?,"If the query vector is normalized too, cosine similarity becomes just the dot product between the normalized query and each normalized embedding.

So the main change is: **the vector magnitudes no longer matter at all** — only the angle between the vectors matters. This makes cosine similarity easy to compute with a matrix multiplication.","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
Why do we normalize vectors before comparing them with cosine similarity?,"We normalize vectors so that their magnitude does not affect the comparison. Then cosine similarity depends only on the angle between the vectors, which measures how aligned they are.

If both vectors are normalized to unit length, cosine similarity becomes just their dot product, which is faster to compute and easier to use.","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
How does matrix multiplication help compute cosine scores for all documents at once?,"By normalizing all document embeddings and the query to unit length, cosine similarity becomes just a dot product. Then you can place all document embeddings in a matrix and compute:

```python
scores = X.dot(v_query)
```

This gives the cosine score for every document at once in one matrix multiplication, instead of looping over documents one by one.","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
"For Module 2, am I supposed to make a whole new GitHub repo, or just spin up another codespace from the repo I already have?","Just spin up another codespace from your existing repo — you do **not** need a new GitHub repo for Module 2. Use a separate codespace for the vector search work, since those dependencies are heavier.","Just a new codespace. A codespace is an environment (see *Can I run the course locally instead of Codespaces?*); you create it from your existing repository, so you don't need a new GitHub repo.

Use a separate codespace for Module 2 because the vector-search dependencies are fairly heavy. Keeping them isolated means you can simply stop or delete that codespace when you're done, rather than leaving the extra weight in your Module 1 environment. Setup is quick.

Since you may delete this codespace later, commit your work to your repository (see *What happens to code saved in Codespaces if I do not commit it?*).",1e829a8c6f
Why do people recommend using a separate codespace for the vector search module instead of keeping everything in the same one?,"People recommend a separate codespace for Module 2 because the vector-search dependencies are fairly heavy. Isolating them lets you stop or delete that codespace when you’re done, without leaving that extra weight in your Module 1 environment. Setup is quick, and you still use the same GitHub repo.","Just a new codespace. A codespace is an environment (see *Can I run the course locally instead of Codespaces?*); you create it from your existing repository, so you don't need a new GitHub repo.

Use a separate codespace for Module 2 because the vector-search dependencies are fairly heavy. Keeping them isolated means you can simply stop or delete that codespace when you're done, rather than leaving the extra weight in your Module 1 environment. Setup is quick.

Since you may delete this codespace later, commit your work to your repository (see *What happens to code saved in Codespaces if I do not commit it?*).",1e829a8c6f
"If I start a new codespace for Module 2, do I need to do anything special so I don’t lose my work later?","Yes — **commit your work to your repository**.

A new Module 2 codespace is meant to be temporary, and if you delete or recreate it later, any **uncommitted** changes can be lost. Committing regularly ensures your work stays in GitHub, not just in that codespace.","Just a new codespace. A codespace is an environment (see *Can I run the course locally instead of Codespaces?*); you create it from your existing repository, so you don't need a new GitHub repo.

Use a separate codespace for Module 2 because the vector-search dependencies are fairly heavy. Keeping them isolated means you can simply stop or delete that codespace when you're done, rather than leaving the extra weight in your Module 1 environment. Setup is quick.

Since you may delete this codespace later, commit your work to your repository (see *What happens to code saved in Codespaces if I do not commit it?*).",1e829a8c6f
"Is a codespace basically the same as a repo, or is it just the environment created from my existing repository?","A codespace is not the same as a repo. It’s the environment created from your existing repository.

","Just a new codespace. A codespace is an environment (see *Can I run the course locally instead of Codespaces?*); you create it from your existing repository, so you don't need a new GitHub repo.

Use a separate codespace for Module 2 because the vector-search dependencies are fairly heavy. Keeping them isolated means you can simply stop or delete that codespace when you're done, rather than leaving the extra weight in your Module 1 environment. Setup is quick.

Since you may delete this codespace later, commit your work to your repository (see *What happens to code saved in Codespaces if I do not commit it?*).",1e829a8c6f
"Can I just keep using my Module 1 codespace for Module 2, or is it better to create a fresh one?","Yes — it’s better to create a fresh codespace for Module 2.

The course recommends using a separate codespace because the vector-search dependencies are fairly heavy, and isolating them makes it easy to stop or delete that environment later without affecting Module 1. You can create the new codespace from your existing repository, so you do **not** need a new GitHub repo.

Also, commit your work regularly in case you delete the Module 2 codespace later.","Just a new codespace. A codespace is an environment (see *Can I run the course locally instead of Codespaces?*); you create it from your existing repository, so you don't need a new GitHub repo.

Use a separate codespace for Module 2 because the vector-search dependencies are fairly heavy. Keeping them isolated means you can simply stop or delete that codespace when you're done, rather than leaving the extra weight in your Module 1 environment. Setup is quick.

Since you may delete this codespace later, commit your work to your repository (see *What happens to code saved in Codespaces if I do not commit it?*).",1e829a8c6f
Why does download.py stay stuck at 0% when it tries to fetch model.onnx from HuggingFace?,"It’s usually stuck at 0% because the connection to HuggingFace’s CDN is slow or blocked.

The fix is to download the file manually in your browser:

https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx

Then save it as:

`models/Xenova/all-MiniLM-L6-v2/model.onnx`

After that, `download.py` will detect the local file and skip downloading it again.","This can happen due to a slow or blocked connection to HuggingFace's CDN. Fix: download the file directly from your browser at https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx and save it to models/Xenova/all-MiniLM-L6-v2/model.onnx. The script checks if the file exists locally before re-downloading, so it'll skip straight past once it's there.",29b69fbe0b
Is there a way to fix the model.onnx download if the script keeps hanging on HuggingFace?,"Yes. If `download.py` hangs at 0% on HuggingFace, the fix is to download the file directly in your browser from:

https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx

Then save it as:

`models/Xenova/all-MiniLM-L6-v2/model.onnx`

Once the file exists locally, the script will detect it and skip re-downloading.","This can happen due to a slow or blocked connection to HuggingFace's CDN. Fix: download the file directly from your browser at https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx and save it to models/Xenova/all-MiniLM-L6-v2/model.onnx. The script checks if the file exists locally before re-downloading, so it'll skip straight past once it's there.",29b69fbe0b
Can I just grab model.onnx manually in the browser instead of waiting for download.py?,"Yes — you can download `model.onnx` manually in your browser.

Use this URL:

https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx

Then save it as:

`models/Xenova/all-MiniLM-L6-v2/model.onnx`

`download.py` will detect that the file already exists locally and skip the download.","This can happen due to a slow or blocked connection to HuggingFace's CDN. Fix: download the file directly from your browser at https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx and save it to models/Xenova/all-MiniLM-L6-v2/model.onnx. The script checks if the file exists locally before re-downloading, so it'll skip straight past once it's there.",29b69fbe0b
Where exactly should I put model.onnx so the download script stops trying again?,"Save it here:

`models/Xenova/all-MiniLM-L6-v2/model.onnx`

Once that file exists locally, the script should stop trying to download it again.","This can happen due to a slow or blocked connection to HuggingFace's CDN. Fix: download the file directly from your browser at https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx and save it to models/Xenova/all-MiniLM-L6-v2/model.onnx. The script checks if the file exists locally before re-downloading, so it'll skip straight past once it's there.",29b69fbe0b
Will download.py skip the HuggingFace download once model.onnx is already saved locally?,"Yes. The script checks whether the file already exists locally, so once `models/Xenova/all-MiniLM-L6-v2/model.onnx` is saved, it will skip the HuggingFace download.","This can happen due to a slow or blocked connection to HuggingFace's CDN. Fix: download the file directly from your browser at https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx and save it to models/Xenova/all-MiniLM-L6-v2/model.onnx. The script checks if the file exists locally before re-downloading, so it'll skip straight past once it's there.",29b69fbe0b
Why do the dot product and the loop version of vector search not match exactly?,"They don’t match exactly because of **floating-point precision**.

`X.dot(v_query)` and the loop compute the same dot products, but they may add the numbers in a different order. Since floating-point addition is not perfectly associative, you can get tiny differences in the last decimal places. The `dot` version may also use optimized BLAS code internally, which changes the summation order.

So the results are effectively the same; just compare them with a tolerance, e.g.:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```","In [Lesson 4 (Vector Search)](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/02-vector-search/lessons/04-vector-search.md) we compute the scores two ways — `scores = X.dot(v_query)` and the equivalent for-loop — and they can come out slightly different. This is normal, it's just floating-point precision. If you compare them with `np.allclose(scores, scores_loop)` you might get `False`, even though both compute the same dot products. They just add the numbers up in a slightly different order, and floating-point addition isn't perfectly associative, so the results can differ in the last few decimal places.

Under the hood, `X.dot(v)` runs optimized BLAS code that sums in a different order than a sequential Python loop. The math is the same; only the rounding differs, so the values aren't really ""wrong.""

Just compare them with a small tolerance instead of expecting an exact match:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```",e889793af9
"I compared X.dot(v_query) with a for loop and got tiny differences, is that a bug or just float precision?","It’s just float precision, not a bug.

`X.dot(v_query)` and the for-loop compute the same dot products, but they may add numbers in a different order, so you can get tiny differences in the last few decimal places. That’s normal with floating-point math.

Use a tolerance check like:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```

Instead of expecting exact equality.","In [Lesson 4 (Vector Search)](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/02-vector-search/lessons/04-vector-search.md) we compute the scores two ways — `scores = X.dot(v_query)` and the equivalent for-loop — and they can come out slightly different. This is normal, it's just floating-point precision. If you compare them with `np.allclose(scores, scores_loop)` you might get `False`, even though both compute the same dot products. They just add the numbers up in a slightly different order, and floating-point addition isn't perfectly associative, so the results can differ in the last few decimal places.

Under the hood, `X.dot(v)` runs optimized BLAS code that sums in a different order than a sequential Python loop. The math is the same; only the rounding differs, so the values aren't really ""wrong.""

Just compare them with a small tolerance instead of expecting an exact match:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```",e889793af9
Why can np.allclose still return False even when both methods are doing the same vector search?,"Because of floating-point precision.

Even if both methods are doing the same dot products, they may add the numbers in a different order, and floating-point addition is not perfectly associative. So the results can differ slightly in the last decimal places, and `np.allclose` may still return `False` if the default tolerance is too strict.

Use a tolerance, for example:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```

","In [Lesson 4 (Vector Search)](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/02-vector-search/lessons/04-vector-search.md) we compute the scores two ways — `scores = X.dot(v_query)` and the equivalent for-loop — and they can come out slightly different. This is normal, it's just floating-point precision. If you compare them with `np.allclose(scores, scores_loop)` you might get `False`, even though both compute the same dot products. They just add the numbers up in a slightly different order, and floating-point addition isn't perfectly associative, so the results can differ in the last few decimal places.

Under the hood, `X.dot(v)` runs optimized BLAS code that sums in a different order than a sequential Python loop. The math is the same; only the rounding differs, so the values aren't really ""wrong.""

Just compare them with a small tolerance instead of expecting an exact match:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```",e889793af9
"Does BLAS compute vector search differently from a normal Python loop, and does that change the result a bit?","Yes — BLAS can compute the same dot products in a slightly different order than a normal Python loop. The math is the same, but floating-point addition is not perfectly associative, so you may see tiny differences in the last few decimal places.

So the result can change a bit, but only due to rounding, not because the answer is actually different.

If you compare them, use a tolerance, for example:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```","In [Lesson 4 (Vector Search)](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/02-vector-search/lessons/04-vector-search.md) we compute the scores two ways — `scores = X.dot(v_query)` and the equivalent for-loop — and they can come out slightly different. This is normal, it's just floating-point precision. If you compare them with `np.allclose(scores, scores_loop)` you might get `False`, even though both compute the same dot products. They just add the numbers up in a slightly different order, and floating-point addition isn't perfectly associative, so the results can differ in the last few decimal places.

Under the hood, `X.dot(v)` runs optimized BLAS code that sums in a different order than a sequential Python loop. The math is the same; only the rounding differs, so the values aren't really ""wrong.""

Just compare them with a small tolerance instead of expecting an exact match:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```",e889793af9
How should I check if the two vector search scores are the same when the numbers are off by a few decimals?,"Use `np.allclose` with a small tolerance instead of checking exact equality.

For example:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```

This is because the two methods can differ slightly in the last decimal places due to floating-point precision.","In [Lesson 4 (Vector Search)](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/02-vector-search/lessons/04-vector-search.md) we compute the scores two ways — `scores = X.dot(v_query)` and the equivalent for-loop — and they can come out slightly different. This is normal, it's just floating-point precision. If you compare them with `np.allclose(scores, scores_loop)` you might get `False`, even though both compute the same dot products. They just add the numbers up in a slightly different order, and floating-point addition isn't perfectly associative, so the results can differ in the last few decimal places.

Under the hood, `X.dot(v)` runs optimized BLAS code that sums in a different order than a sequential Python loop. The math is the same; only the rounding differs, so the values aren't really ""wrong.""

Just compare them with a small tolerance instead of expecting an exact match:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```",e889793af9
Why am I seeing IndexError list index out of range when I try to get the top chunk?,"The `IndexError: list index out of range` usually means your embeddings and chunks are out of sync.

Make sure you generate embeddings from the chunk list itself, so the number of vectors matches the number of chunks:

```python
contents = [chunk[""content""] for chunk in chunks]
X = embedder.encode_batch(contents)
```

Then `len(X)` should equal `len(chunks)`. If it doesn’t, accessing the top chunk can fail.","The error typically happens when the number of embeddings you generate does not match the number of document chunks. Make sure you create embeddings directly from the chunk list:

```python
contents = [chunk[""content""] for chunk in chunks]
X = embedder.encode_batch(contents)
```

The number of rows in `X` should be equal to `len(chunks)`.",1a7b27c4df
What causes the best chunk lookup to fail with an out of range error?,"The best chunk lookup can fail with an out of range error when the number of embeddings does not match the number of document chunks.

In other words, if you generate embeddings from something other than the chunk list, the rows in the embedding matrix may not equal `len(chunks)`, which causes the `IndexError: list index out of range`.

Use:

```python
contents = [chunk[""content""] for chunk in chunks]
X = embedder.encode_batch(contents)
```

So the embedding count should match the chunk count.","The error typically happens when the number of embeddings you generate does not match the number of document chunks. Make sure you create embeddings directly from the chunk list:

```python
contents = [chunk[""content""] for chunk in chunks]
X = embedder.encode_batch(contents)
```

The number of rows in `X` should be equal to `len(chunks)`.",1a7b27c4df
How do I fix the mismatch between embeddings and chunks in vector search?,"The mismatch usually means your embeddings were generated from a different list than the chunks you’re trying to retrieve.

Fix it by making sure the embedding input comes directly from the chunk list, so the counts stay aligned:

```python
contents = [chunk[""content""] for chunk in chunks]
X = embedder.encode_batch(contents)
```

Then `len(X)` should match `len(chunks)`.

If you want, I can also help you debug the exact place where the mismatch happens.","The error typically happens when the number of embeddings you generate does not match the number of document chunks. Make sure you create embeddings directly from the chunk list:

```python
contents = [chunk[""content""] for chunk in chunks]
X = embedder.encode_batch(contents)
```

The number of rows in `X` should be equal to `len(chunks)`.",1a7b27c4df
Should I build embeddings from the full chunk list instead of another list to avoid this error?,"Yes — build the embeddings from the same chunk list you use for the index/search.

The error usually happens when the number of embeddings doesn’t match the number of chunks. Use the chunk contents directly:

```python
contents = [chunk[""content""] for chunk in chunks]
X = embedder.encode_batch(contents)
```

So the embedding rows should equal `len(chunks)`.","The error typically happens when the number of embeddings you generate does not match the number of document chunks. Make sure you create embeddings directly from the chunk list:

```python
contents = [chunk[""content""] for chunk in chunks]
X = embedder.encode_batch(contents)
```

The number of rows in `X` should be equal to `len(chunks)`.",1a7b27c4df
Why does my embeddings array have a different size than my chunks and how do I make them match?,"Your embeddings array is usually a different size because it was generated from a different number of inputs than your chunks.

To make them match, create embeddings directly from the chunk list:

```python
contents = [chunk[""content""] for chunk in chunks]
X = embedder.encode_batch(contents)
```

Then `len(X)` should be equal to `len(chunks)`.

If you want, I can also help you check why your chunking step is producing a different number of items.","The error typically happens when the number of embeddings you generate does not match the number of document chunks. Make sure you create embeddings directly from the chunk list:

```python
contents = [chunk[""content""] for chunk in chunks]
X = embedder.encode_batch(contents)
```

The number of rows in `X` should be equal to `len(chunks)`.",1a7b27c4df
Why is my Q2 cosine similarity not matching any multiple-choice answer in module 2 homework?,"The most likely reason is that you used the wrong embedding model.

For Module 2 homework, you should use:

```python
from embedder import Embedder
model = Embedder()
```

and **not** `sentence-transformers` or a lesson model like `multi-qa-mpnet-base-dot-v1`.

Also check that you are:

- embedding the page’s `content` field,
- comparing it to the **Q1 query vector**,
- and using the fact that the `Embedder` already returns normalized vectors, so the **dot product is the cosine similarity**.

If it’s still slightly off, pick the **closest option**. Small numerical differences are expected.","The most common cause is using a different embedding model than the homework specifies. Homework 2 tells you **not** to use `sentence-transformers` and to use the lightweight ONNX `Embedder` from `embedder.py` instead:

```python
from embedder import Embedder
model = Embedder()
```

Both approaches produce the same vectors for the same model, but if you embed with a different model (for example the `multi-qa-mpnet-base-dot-v1` model from the lessons, or `all-mpnet-base-v2`) you'll get a cosine value that isn't among the options.

Also check that:

- You're embedding the page's `content` field (not the filename or the whole dict).
- You're comparing against the query vector from Q1.
- The vectors are normalized — the `Embedder` returns normalized vectors, so the dot product is the cosine similarity directly.

If your value is still slightly off after using the right model, pick the closest option — small numerical differences are expected.",eaa17a9dc6
"Do I need to use the Embedder from embedder.py for the homework, or can I use sentence-transformers?","For the homework, use the lightweight ONNX `Embedder` from `embedder.py`, not `sentence-transformers`.

```python
from embedder import Embedder
model = Embedder()
```

The context specifically says Homework 2 tells you **not** to use `sentence-transformers`.","The most common cause is using a different embedding model than the homework specifies. Homework 2 tells you **not** to use `sentence-transformers` and to use the lightweight ONNX `Embedder` from `embedder.py` instead:

```python
from embedder import Embedder
model = Embedder()
```

Both approaches produce the same vectors for the same model, but if you embed with a different model (for example the `multi-qa-mpnet-base-dot-v1` model from the lessons, or `all-mpnet-base-v2`) you'll get a cosine value that isn't among the options.

Also check that:

- You're embedding the page's `content` field (not the filename or the whole dict).
- You're comparing against the query vector from Q1.
- The vectors are normalized — the `Embedder` returns normalized vectors, so the dot product is the cosine similarity directly.

If your value is still slightly off after using the right model, pick the closest option — small numerical differences are expected.",eaa17a9dc6
